,date,trending_topics
417,13/09/2018,"#UniversoValdano,#ChiringuitoDerbi,#ComplicadoAlbum,#80MeHimnos1,#VoltaLandRober,#FirstDates721,#MentirasDePapel,Daemon X Machina,Mario Party,FFVIII,Rayo Majadahonda,Metroid Prime 4,Dalas,Game Freak,#PaulinaRubioEH,#LOS40MusicAwards,Luigi's Mansion 3,#Cuentamealos17,Canela,Animal Crossing,#NintendoDirect,#GHVIPGala1,#CopaDelRey,#FelizMiércoles,#AppleEvent,#FelizJueves,#GPSingapur,#InformeCYD,#AHSApocalpyse,#PortimaoWorldSBK,#13Sep,#JuevesDeFotoSensual,#DiaDelProgramador,#RoaldDahlDay2018,#ElConcursoDelAño14,Henry Cavill,COMUNICADO OFICIAL,El Tribunal Supremo,Daniel Ruiz,Otxarkoaga,Pablo Carreño,Más de 300,OPPO Find X,Borja Mayoral,Tesis de Pedro Sánchez,Susanna Griso,Pablo Blanco,DEMO,Toñi Prieto,Huelva y Valladolid"
418,14/09/2018,"#NintendoDirect,#Naukas18,#CopaDavis,#UnCachaloteEnMadrid,#FelizFinde,#AunahoraAlmería,#MeCasoConBea,#SanchezCumFraude,#VolverteAVer,Animal Crossing,Turnitin y Plagscan,Informe Semanal,I Juegos Parainclusivos,Argüelles,Mbappé,Clan,The Dragon Prince,Bleach,Miki,Melero,Diego San Román,Luxemburgo,Carolina del Norte,Manolo Garrido,'ABC',Dortmund,#equipoelintocable,Imbula,Rayo,#FuerzaPacoUreña,Isabel Pantoja,#l6cInmatriculaciones,Obtuve Mi Horóscopo de Pokémon,#TicTacRivera,#GHVIP15S,#NintendoDirect,#Complicado,#TesisVsMasterAR,#DebateEstadoRegión,#ValenciaRealBetis,#14Sep,#BohemianRhapsody,#HaNacidoUnaEstrella,#FrancoEnPlenoARV,#RGSofia1018,#VIPDirecto14S,#CMin,Sergi Vidal,Josep Baselga,En Alemania"
419,15/09/2018,"#PresuntoCulpable,#FirstDates722,Dani Giménez,El Mónaco,Yeray,Natxo,Deportivo,Unicaja,Bildu,Diego Carretero,Vicente Varela,Sergio León,Julen,Courtois,Mestalla,Kroos,Muniain,#FAQSrincondelvagoTV3,Marcelo,Benzema,Unai Simón,Bale,#L6Nadacolau,Lucas Vázquez,#pantorajada,#L6Nmasterizados,Mariano,#GHVIP15S,#MiPreguntaAlPresidente,#NasticOsasuna,#lezama,#DíaDeLaDemocracia,#WCValencia,#MiramosyCruzamos,#WorldCleanUpDay,#Del40al1CocaCola,#DonaMédula,#MadridChallenge18,Cardiff,Supercopa de Europa,Jonathan Sánchez Aguilera,Agatha Christie,Boku,BNHA,Spurs,Costa,Coutinho,#MalúEnDialTalCual,Firmino,De Gendt"
420,16/09/2018,"#SupercopaOK,#LiarlaPardo14,#SkamEspaña1,#RodaliesTV3,#QueremosDespierta,#SelfiesForMimi,Steelers,Alavés,Babin,Ibai Gómez,Sousa,Roca Rey,Mahomes,Bella Ciao,Papu,Puertas,Caparrós,Browns,Baraja,Banega,Numancia,Joaquin Phoenix,#NaceVamos,El Sevilla,Getafe,#CuartoMilenio,#MasterChefCelebrity,#ObjetivoPresidente,#GHVIPDBT1,#AtletiCulturalLeonesa,#VamosUD,#AtletiLogroño,#GoazenNeskak,#ForoPSOEEx,#FielAMiEscudo,#EspanyolLevante,#NOMATDIPG,#MoltACELEBRAR,#HablamosEspañol,Plagión,Valtonyc,Ignacio Camacho,Adelante Andalucía,Anxo Carro,Pepe Rojo,Juegos Mediterráneos,Ana Carrasco,Abierto de Japón,En Cataluña,Sabadell"
421,17/09/2018,"#LaBanderaQueNosUne,#CopaCSGOGrupos,#EstatutoDelArtista,#BdiMadrid18,#QueremosRickyazo,#LosLunesAlGol,#pantollamada,#FamiliasReales,#MeHaGanadoElCorazón,#CosasDeLaEdad,#OrianaAJuicio,#ErrejónTelemadrid,#iOS12,#elintermedio,#PabloCasadoLR,Putin y Erdogan,Hermann Tertsch,Allen King,Teseo,Al Pacino,Clavijo,José Luis Oltra,Carrillo,Mohamed,Juan Carlos Navarro,Lucas Nogueira,Salvi,David Mora,Tabarnia,Eusebio,Portu,Fran Beltrán,Dani Romera,Stuani,Cristina Fernández,Jiménez Losantos,Boufal,Mary Poppins,Samur,Quino Colom,#FloSeguraMotaEH,#ripdede,Girona,#ElContinental,#FirstDates723,#EnelCorazóndeLaDecimotercera,#AR17S,#PensionesDignas,#becas,#restaurante"
422,18/09/2018,"#VenACenar221,#YaEraHora,#elintermedio,Mbappé,San Siro,Borja Valero,Jordi Alba,Ousmane,Coutinho,Spurs,Falcao,#MonacoAtleti,James Milner,#MVTAznar,Eriksen,Ritz,Rakitic,Bernat,Griezmann,Cáseda,Koke,Umtiti,#STOPprivilegios,Sturridge,#FirstDates724,Anfield,Dembelé,Giménez,Icardi,Tottenham,Liverpool,Champions,Messi,#GHVIPLímite1,#Animación,#MyHyV,#facebooknewsday,#JornadaMKTInfluencers,#DebatCAIB18,#FutureOfWork,#FocusPyme,#Champions,#Equipo122,#FueraDepuradoraIlegal,#Congreso,#AR18S,#PresuntoCulpable,#KingdomHeartsIII,#PremiosTalentMobility,#MeatAttraction2018"
423,19/09/2018,"#GHVIP19S,#A3Boom,#HeadAboveWater,#ArdeMadrid,#MailChimpMeetUp,#VIIPremiosECO,#BritishCaixaForum,#SúbeteALaUni,#chabeloquedice,#MVTManiobra,Hierro,PP de Alicante,Alvia,United,Licenciado,Roger Español,Omar Fraile,Ángel Bados,Teresa Ribera,Viktor Orbán,Bayern,Red Dead Online,La RAE,Junqueras y Romeva,Batshuayi,Shakhtar,Lyon,Vezo,#VenACenar222,Jimmy Butler,Kroos,#RepúblicaSinMiedo,#EresLiberalYNoLoSabes,Ajax,Ronaldo,Roma,Juve,#RepescaRaoul,#OT18Gala0,Cristiano,#PresuntoCulpable,#FelizMartes,#diabetes,#InfodayPLN,#design,#FPDual,#inmobiliario,#IAA2018,#Compromiso3Sector,#ProjectEDWARD"
424,20/09/2018,"#RedDeadRedemption2,#CLP18,#PlenoAragón,#Daredevil,#VoltaGalicia,#ahoracaigo,#EncuentroenelSur,#MDfelices25,#HappyChenDay,#VeronicaMars,#premiostys2018,#unavXmadrid,#U2eiTour,#ClaustroICEMD,#LatinGRAMMY,#A3Boom,#convipviendo,#OlympiacosRealBetis,Isabel Sola,Lardero,Adela Cortina,Torrejón,Motorland,Ernest Maragall,Itziar,Luis Alberto,Rita Maestre,Calleja,Alexa,Marine Le Pen,Toni Nadal,Rennes,Javi García,Los Morancos,Malú,Adriana Lastra,#TotEsMouTV3,#Constitución40,#VenACenar223,Gerard Moreno,Rangers,Banega,#GHVIP20S,Repsol,Ben Yedder,#UnPaísModerno,#JunquerasAR,#DaLaCara,#IDCBigData,#DestinoEmpleoVerde"
425,21/09/2018,"#CMin,#HeroesComicCon,#UnPaísModerno,#QuéHayDeLoMíoIglesias,#OxígenoMalú,#worldpaelladay,#AragonGP,#DrinkingLikeImSober,#CuentameHerminia,#anaguerraeh,#felizjueves,#tarugo3,#DíaInternacionalDeLaPaz,#FelizFinde,#TerrasDePontevedra,#MADRIDStreetAthletics2018,#EibarLeganés,#AnsibleBilbo18,#fraudesánchez,#HaySegovia18,#Maniac,#Mercè18,#CEPistaValencia18,#CongresoInnovaEduca,#PabloCasado,#AmaiaSitges,#CJD18,#FueraDeSeriesLive,Stephen King,Los Morancos,Luis Cernuda,Europa League,Repsol,Torrelodones,Miami,Manuel Valls,vip isabel al 27510,Sofía Mazagatos,Anquela,El Alcoraz,Padre Daniel,Ricardo Darín,Salón Erótico de Barcelona,Faffe,Consejo de Estado,#VivirSinPermiso,#DiaMundialAlzheimer,#SupercopaEndesa,#GHVIP21S,#OTDirecto21SEP"
426,22/09/2018,"#Bundesliga,#CopaClashGrupos,#IFAbejera,#SevillaAtlético,Bernardo Silva,Cardiff,Liverpool 3-0 Southampton,Enes Ünal,#RealMadridEspanyol,Danny DeVito,Roncaglia,United,Enric Gallego,Juanfran,Paquito Navarro,#VivaLaVida128,Diop,Kike García,Óscar Plano,David Soria,Javi López,#RealZaragozaLugo,Baraja,Coliseum,Sporting,Celta,Matt Thomas,Koke,#GHVIP22S,Natalia y Famous,Lemar,#OTDirecto22SEP,#AmaiaSitges,#HuescaRealSociedad,#tarugo3,#2eNLive,#DíaInternacionalDeLaPaz,#SupercopaEndesa,#DiaMundialDelAlzheimer,#ALICE2018,#CJD18,#PalmerasEnLaNieve,#Joker,#AnsibleBilbo18,#FIBAWWC2018,#lezama,#MercadoSocial,#CórdobaTenerife,#JornadadeInicio,#CongresoInnovaEduca"
427,23/09/2018,"#ContraLaTrata,#CádizAlcorcón,#UDLog,#InnsbruckTirol2018,#Eredivisie,#Girl,#LasPalmasMálaga,Min 40,Marc,Piratas del Caribe,Jumilla,cheryshev,Rennes,Bacca,Luis Hernández,Sory,Fornals,West Ham,Carmen Calvo,Gameiro,Pau López,Rubiales y Tebas,Aketxe,Batshuayi,Juan Carlos Real,santi mina,Tartiere,Cultural,Guedes,Lacazette,Piccini,Márquez,#LiarlaPardo15,#DiaDeLaVisibilidadBisexual,Arsenal,#Warmi30millones,#GHVIP23S,#OTDirecto23SEP,Parejo,#CórdobaTenerife,#PonteWordCamp,#rcde,#DiaMundialDelAlzheimer,#XiaomiMurcia,#DiaSinCoches,#GetafeAtleti,#FelizSabado,#FIBAWWC,#L6Naltatensión,#SupercopaEndesa"
428,24/09/2018,"#MondayMotivation,#otoño,#66SSIFF,#felizdomingo,#felizlunes,#ViudaNegra,#TheBigBangTheory,#RalphRompeInternet,#Zapeando1208,#DMInvestigaciónCáncer,#LiberenAIsnardo,#LeaveSelenaAlone,#plenocan,#DirectoEnjaulado,Quebec,Lenglet,Media Day,Proyecto,Día de la Merced,Delpozo,Cuevas de Altamira,La Naval,Metallica,Letizia 133.530,Al Matthews,El Ibex 35,Nikoloz Sherazadishvili,Timothée Chalamet,Miguel Jiménez,Domingo 30,Martínez Munuera,CETA,Sabela y Alfonso,Marhuenda y Elisa Beni,Kawhi Leonard,Arandina,Pablo Aguado,Mikkel Bjerg,De Gea,Natalia y Famous,La Familia Real,Mesa del Congreso,Julieta Serrano,Villarejo,#BTSxUnitedNations,#GHVIP24S,#Las17deUnidosPodemos,#pantanoso,#OTDirecto24SEP,#LasPalmasMálaga"
429,25/09/2018,"#CocinasTezanos,#DMF2018,#AnimalesFantásticos,#BarómetroCisARV,#NiUnaMenos,#FelizMartes,#LosAforrados,#eduhora204,#QuiénTeCantará,#ElCascabel25S,#FestivaleandoConBrugal2019,#ChiringuitoTheBest,#EnElFuturoCabemosTodos,#PuntoBebésAtrapados,#RealSociedadRayo,Castellón,Rosa María Mateo,La Marina,Piratas del Caribe,La Real,El Senado,Hermoso,Begoña Gómez,Bill Cosby,Kalinic,Carabao Cup,Mourinho,Senegal,Manuel Valls,Rulli,#PresuntoCulpable2,#AtletiHuesca,#OTDirecto26SEP,Amaia Montero,#VuelveEstoyVivo,#GHVIPLímite2,#DMF2018,#VivirSinPermiso1,#felizlunes,#TheBest,#FelizMartes,#microinfluencers,#Ministra,#personasmayores,#uwcl,#DF18,#AdiósCarmena,#JUGONES,#Feminicidio,#25Sep"
430,26/09/2018,"Julen,San Mamés,Hazard,#GradaWorten,Bebe,Celia Villalobos,Lucas Vázquez,Butarque,#ValenciaCelta,El Sevilla,Leganés,El Madrid,Marcelo,#OT18Gala1,#NiUnaMenos,#FelizMiércoles,#IIEncuentroFEP,#eShowMAD2018,#AudiosVillarejoARV,#AsunNoSeToca,#LibertadDeExpresión,#REBUILD2018,#MetalMadrid18,#Jugones,#Daredevil,#BTSonGMA,#MCSA18,#DarkPhoenix,#DíaEuropeoDeLasLenguas,Rosa María Mateo,Amaia Montero,Batet,Jornada 11,Paul Newman,el constitucional,Los Mossos,Gabinete a García Yustos,El Niño de Elche,La Tierra,Juliette Binoche,Alfonso Cuarón,Luis Enrique,Francino,Fulham,Villarejo - Público,Inquisición,Dani García,María Rius Camps,May-Britt Moser,Pogba y Mourinho"
431,27/09/2018,"#TakiTaki,#lanoche24h,#LateMotiv,#Shallow,#KavanaughHearings,#FelizCumpleLucas,#LaAlameda,#CazadePañuelos,#ElIntermedio,#AlavésGetafe,#PresuntoCulpableEH,#RealValladolidLevante,#ElCascabel27S,#GM85,#LandRober130,#OTDirecto28SEP,#LasCloacasNoGobiernan,#ElCornerLive,Mata,Megadede,Deoxys,Pantojita,Elon Musk,Love Actually,Ariana,#SoloDime,#FirstDates732,Pau López,#80meSoyGay,Francis,#CuentameKarlina,#GHVIPGala3,#FelizJueves,#AECOCDespAlimentario,#throwbackthursday,#CuentameKarlina,#NoHayPeros,#MiraALaGenteR3,#CongresAdvocacia,#DesigualdadES,#PreguntaAlExpulsado,#FortniteSeason6,#ArdeMadrid,#ConGoogleAprendí,#EntreDosAguas,#Aedipe52,#27sep,#BilbaoAntitaurina,#ForoTendencias,#DianaMinistrosARV"
432,28/09/2018,"#FiestaDelPCE18,#DosCataluñas,#NocturnaSevilla18KH7,#MilenioLive,#NIGHTSpain,#AhoraEsElMomento,#MiCasaEsLaVuestra,#FirstDates733,#PregoAlfred,La Voz,Idiakez,Fernando Argüelles,Badalona,Granero,Raúl de Tomás,Santa Coloma,Óscar Mainer,Mario Hermoso,El Confidencial,Pablo Aguado,Fortes,María Villalón,Real Zaragoza,Alberto Díaz,#ForaXusmapol,#l6cArmas,#RayoEspanyol,#OTDirecto28SEP,#TCMS,#OpenHouseMadrid,#Hellfest,#PregoAlfred,#DSMValencia,#TCMS7,#AbortoLegal,#Girl,#GritoGlobal,#CazaDePañuelos,#28sep,#ComunicaSalutAP,#weekend,#radiomarcafifa,#TheGoodPlace,#plenoZGZ,#DerechoASaber,#FridayFeeling,#derbi,#MomentosPorVivir,#DíaMundialDelCorazón,#EcommasterLaNucia"
433,29/09/2018,"#Elecció19,#TenerifeCádiz,#FirstDates734,#FamilyDUO2,#FAQSbacallàTV3,Alba y Miki,Cervera,Sturridge,Hazard,Marco Asensio,Ndour,Karim,Alba Torrens,Koke,Godín,Julen,Kroos,Ipurua,Correa,Kalinic,Costa,Cholo,#lavipdamártir,Isaki Lacuesta,#SelFEM,Carvajal,Atlético,#1016IsElPrat,Cambage,#L6Njaqueministros,#OTDirecto29SEP,Vinicius,Ceballos,#eduhorchata,#ElMundoQueQuieres,#derbimadrileño,#scbcn18,#PlenilunioSC,#DragonRush5,#Del40al1CocaCola,#ROCKFM500,#athlive,#JapanWeekendMadrid,#N1CanalFiesta39,#SevillaCiudadana,#OmplimSantJaume29s,#WHUMUN,#BarçaAthletic,Emilio de Justo,Fuente Ymbro"
434,30/09/2018,"#FelizDomingo,#EUMasters,#XFactor,#VinceALMA,#GoPats,#VivaLaVida131,#estrenolabáscula7,#LevanteAlavés,#WomanLikeMe,#TambiénSoyCocinero,#VolandoVoyLleida,Real Murcia,Little Mix,Joel Robles,Gabriel Deck,Santi Vila,Hércules,Nástic,Sassuolo,Didier Moreno,Vicente Gómez,Dolphins,Gielo,Carlos Fernández,Dépor,Emilio de Justo,Sory,Quique,Fede,Carmen Lomana,Alejandro Valverde,#1OTV3,#SelFEM,Lo Celso,#OTDirecto30SEP,#ObjetivoIglesias,#GHVIPDBT3,#Lullaby4thWin,#SevillaFCC,#CopaGalicia,#ForzaBreo,#RealBetisLeganés,#EleNão,#EnsanchaElHuertoRadio3,#AtletiGranadilla,#TODOSENMAT,Macarena Rey,Macedonia,EL PAÍS Semanal,Son Malferit"
435,01/10/2018,"#October1Europe,#gsef2018,#FiestaDelCine,#ObjetivoIglesias,#SoyMayor,#GHVIP30S,#FelizLunes,#1Oct,#Torra,#ZarzuelaYTuits,#LunGenteChachi1Oct,#BlackMirror,#IPCxLEY,#MUFCVCF,#PalmerasEnLaNieveA3,#Pasapalabra,#RMUCL,#exocomingsoon,#chaviplita,#DesconocidosEH,Halloween,Alejandro Valverde,Los CDR,Clara Campoamor,delegación,Guardia Urbana,Willian José,Cake Minuesa,Los Lobos,Sin República,Quitter,Luzhniki,El Hormiguero,Edu Albacar,Aspas,Carlos Ezquerra,Torrestrella,#BienvenidosAMiHotel11,Vía Crucis,#Hellboy,El FMI,Charles Aznavour,Aneto,erc y la cup,#inktober,#FirstDates735,David Soria,#OTDirecto1OCT,Mastodon,Parlament"
436,02/10/2018,"#7DAYSEuroCup,#MarGenteChachi2Oct,#Liber18,#2Oct,#InktoberDay2,#Élite,#A3Boom,#ManCity,#AtletiBrujas,#excontronazos,#LaPasionNoAcaba,#ForoAFPDual,#OTDirecto02OCT,#JuveYB,#VidaMartes,Into the Spider-Verse,El Palmar de Troya,Sistema Solar,neil gaiman,11-M,La OCU,Bonucci,Donna Strickland,Aleixandre,Carlota Corredera,Laporte,Bayern,Hyperloop,lessort,La Comunidad de Madrid,Ajax,#RMUCL,Isabel Celaá,Minuto 1,#Honor8X,Torra a Sánchez,Gol de Vlasic,#CasadoConElFascismo,Piccini,#LasPerasDeOT,Reguilón,Varane,#ChampionsLeague,Lucas Vázquez,Hoffenheim,Digimon,Kroos,#RGPD,#MagnoliaAmplify,#lacafeteraparenya"
437,03/10/2018,"#meangirlsday,#instagramdown,#SouthSummit18,#FelizMiércoles,#GHVIPLímite3,#eslmastersr6,#Vice,#ReasonWhyNeWeb,#Pedaleamosjuntos,#HamPassionTour,#FrentePopular,#mujeryciencia,#AtletiBrujas,#vipbrante,#PSGFKCZ,#SpursBarça,#premioempresariaaseme2018,#21CNF,El FMI,JxCat y ERC,Manuel Ríos Ruiz,Olot,Susanna Griso,Tottenham-Barça,Moral Santín,Los Serrano,Bankia,Castelao,Nobel de la Paz,Alvia,Narnia,Coín,Príncipes,Christian Bale,Coutinho,Dembélé,Di María,Fujimori,#resistirelu,Cuétara,#PreguntaAlExpulsado,Torrox,Wembley,Rodrigo Rato,Zuera,Estrella Roja,#LaLlamadadeRaoul,Neymar,#OTDirecto3OCT,#LaBanderaQueUne"
438,04/10/2018,"#SouthSummit18,#FelizJueves,#3dwire2018,#JornadasVG,#ExpulsiónDisciplinariaOmar,#Daredevil,#NeuroEmotions2018,#FestivalGabo2018,#LUCAInnovation,#EnModoAvión,#Honor8xEnPcComponentes,#WithoutMe,#PeriodismoMigraciones,#chabelista,Julia,Nobel de la Paz,Wembley,Luis Enrique,feliz día mundial,El Tribunal de Estrasburgo,Estado de Servicios Sociales,Escape Room,Manuela Carmena,Eurocámara,María Sanjuán,El Correo de Andalucía,Halsey,Spencer Tunick,Dragon Ball Super,bilbao y valencia,Sagrada Familia,Broly,víctor manuel,Catalunya y ERC,Estatuto de Autonomía,Miguel Adrover,Natalia y Damion,Chris Evans,#zapeando1216,Roque Mesa,Ana Rosa Quintana,Tilda Swinton,#GalaForHum,Abidal,#foroBurgos,Sergio León,JxCat y ERC,Sanabria,#PorTiEstaréVideo,#OTDirecto4OCT"
439,05/10/2018,"#enlightED,#FelizJueves,#JPOD18,#PorTiEstaréVideo,#ThaiGP,#OT18Gala2,#DiaMundialdelosAnimales,#FelizFinde,#GHVIPGala4,#NobelPeacePrize,#ElDerbiVascoEnGol,#geteccu18,#DiaDelDocente,#LolaIndigoALosEMAs,#SuperMarioParty,#PeroYaNo,#nocheenblancoSEV,#sonrisasdeldeporte,#CMin,#29Feminario,#techispea,#congrésedutic18,#SuperHéroes18,#1006JOOHEONDAY,#Neumología,#BigUpInspiración18,Luis Enrique,Jorge Lorenzo,Esperanza Aguirre,Jojos,Bescansa,Gareth Evans,Metro de Madrid,Jornada 12,Gabriel,Muse,Ciudad Lineal,Juan Luis Cebrián,Interpol,Kingdom Hearts,Los Maños,Marcos de Quinto,#ImpuestoalSol,Las Bistecs,Aquaman,#Elite,#teletuvips,Talavante,#ClickbaitVintage,#OTDirecto5OCT"
440,06/10/2018,"#diamundialdelosdocentes,#FelizSábado,#TCMS2,#6Oct,#Vestas,#tierrasdezamora18,#Pilar2018,#SomosGLS,#GirodellEmilia,#PinchaLaBurbuja,#JuvenilA,#AsíNo,#Neumo18,#castellers,#entubarriopodemos,#Monstrua2018,#WWESSD,#WCBCN,#GironaEibar,#CCME,cristina cifuentes,LA PREVIA,Bansky,Newcastle,mendilibar,Joan Ollé,Vilanova,Los Pajaritos,Sofía Palazuelo,Consuelo Ordóñez,Everton,Watford,Marlaska,Augsburgo,Los Vengadores,Nicolas Cage,Stuani,#MontserratCaballé,Mendizorroza,#VivaLaVida132,Jadon Sancho,Sant Joan les Fonts,Banksy,#RCDMallorcaTenerife,Alcacer,#GHVIP6O,Bardhi,Paco Alcácer,#OTDirecto6OCT,#l6cPueblexit"
441,07/10/2018,"#RealValladolidHuesca,#CCME,#NoPierdasElTren,#panceMAT,#JapaneseGP,#FelizSábado,#Sitges2018,#NoViolenciaSíConstitución,#ufc229,#ThaiGP,#FelizDomingo,#GPBeghelli,#EspanyolVillarreal,#ConcursTGN18,#carrerayonorenuncio,#LIVMCI,Virgen del Rosario,banksy,Élite,Khabib,Lopetegui,Alavés,McGregor,Montserrat Caballé,Gales,Rodri,COMIENZA EL PARTIDO,Lacazette,Adrián,Nueva Condomina,Martínez Valero,Southampton,#VivaLaVida133,Riazor,#ParisTours,#CopaClashCuartos,Carlos Tartiere,Santiago Abascal,Guardado,Tello,Arsenal,Milner,William Carvalho,Loren,Bartra,Kalinic,#OTDirecto7OCT,Vistalegre,Correa,#GHVIP7O"
442,08/10/2018,"#TodoEstáPorVer,#sanidadhumana,#TheHouseThatJackBuilt,#9deOctubre,#Shameless,#CopaCSGOSemis,#ElCascabel8O,#CosasDeLaEdad,#ElContinental4,#VenACenarHormigos,#elintermedio,#UFC229enGol,#FirstDates741,#ChiringuitoHazard,Roberto Centeno,Almenara,Complutense,Iñigo Pérez,Marca España,El Hormiguero,Brandon,Torrecilla,Pombo,zapater,JxCat,Pablo Iglesias e Irene Montero,Fernando Albán,Tu Cara Me Suena,Obtuve Miriam Saavedra,SEBIN,Coque Malla,Sporting,Osasuna,#TheWalkingDead,#OTDirecto9OCT,Google+,#GHVIPÚltimaHora4,#VivirSinPermiso3,#TCMS3,#resultadosensalud,#myhyv,#climatechange,#LunesDeOjos,#consumo,#AulaMakro,#9DeOctubre,#redsij,#bullying,#BuenasTardes,#IPCC"
443,09/10/2018,"#LaNoche24h,#LaCasaDeLasFlores,#FAEScismoEspañol,#DaveSeQueda,#EstaVez,#latemotiv,#TrajeZamora,#CopadelReyFútbolSala,#CanelaFinaMurcia,#PuntoTimadores,#eduhora206,#ElCascabel9O,#FirstDates742,#EspañaEnTuBalcón,#OTDirecto10OCT,#PresuntoCulpable4,#DiadelaTauromaquia,Dubai,Iberostar Tenerife,Benjamin Button,Omar a Miriam,Better Call Saul,Uffizi,'Tesisgate',Quique Hernández,El Parlament,Luis Aragonés,taylor,Jungkook,Leo Franco,El Congreso,James Gunn,Sant Llorenç,#AMAs,#CachitosHermanos,#EstoyVivo,#LaHoraMusa2,#GHVIPLímite4,#DíaMundialDelCorreo,#ProtegeTuAgua,#45Revoluciones,#BetterCallSaul,#coworking,#EFinanciero18,#AdaLovelaceDay,#jugones,#Patrocinado,#BrandingDayBilbao,#AnimalesFantásticos,#PresupuestosARV"
444,10/10/2018,"#BasketballCL,#CopaDelReyFutsal,#Aladdin,#supercopaligadia,#MeHaGanadoElCorazón,#MidNightGlory8,#ElCascabel10O,#pesadillanemesis,La ANC,Ministerio de Justicia,Cárdenas,Renfe y Adif,El Gobierno y Podemos,Sánchez e Iglesias,Just Give Me a Reason,#IngridJavierEH,#PasoALaRepública,#FirstDates743,#GiraPrincipiosZaragoza,Rafa Nadal,El Padrino,Marta,#OT18Gala3,#santllorencdescardassar,#parpress,#AR10Oct,#EPE2018,#loscrímenesdegrindelwald,#PenaDeMuerte,#Contagiosas18,#JUGONES,#convencioncec2018,#5AñosLanzaderas,#TICTACTenerife,#10Oct,#PorTodas,#CanariasDigital,#CongresodelaMujer,#CatalunyaARV,#SinVozNiVoto,#zapeando1220,#Worlds2018,#MilanoTorino,el papa francisco,Marcos Alonso,Día Internacional de la Niña,Jump Force,Obtuve Maléfica,Emma Watson,Cirque du Soleil"
445,11/10/2018,"#SilviaTeOrienta,#UnaNuevaIlusión,#BorrameElRecuerdo,#NationalComingOutDay,#ApoyoMilitaresyGCDemócratas,#FuerzaUreña,#BienvenidosAMiHotel20,#LeydeMurphyEducativa,#NationsLeague,#GraciasPodemos,#LaNoche24h,#Euroleague,#LandRober132,#PresupuestosDelParo,#GetWellSoonJimin,Byung-Chul Han,Sant Cugat,Ferrera,Atarfe,Romeo,Vanesa Martín,Fermín Muguruza,Copa Federación,André Silva,iDental Luis Sans,Artur,Borussia Dortmund,De Gea,Drake,Paquito,Paco Alcacer,Llull,Gol de Vokes,El Parlament,Morata,#RickAstleyEH,#SíSePuede,Rubius,Virtual Hero,#AgoneyTourAdeje,Gales,#CuentameNavidad,#GHVIPGala5,#OT18Gala3,#RedDTI,#EDIC,#Lanzate,#JuntaMadrid,#WomanLikeMe,#JuevesDeArquitectura"
446,12/10/2018,"#ComparteTuAtardecer,#mariliafavoritaporque,#CamilizersAreBeautiful,#InsultosAndaluces,#LaUniDeOtoño,#HAPPYJIMINDAY,#EuskalSelekzioa,#Bocadillo,#GHVIP12O,#equipovivienda,#MiCasaEsLaVuestra3,#ComandoCampeones,Letizia,Blanco Leschuk,Nigeria,Khashoggi,Urbieta,El PNV,gómez del pilar,Cercanías,Anaitasuna,Perera,Madre de Dios del Rosario,Giorno,Casa del Rey,Granca,Zarzuela,baskonia,Jadon Sancho,Benja,Vento Aureo,Croacia e Inglaterra,David Simón,Cervera,npvst,#MenudaAitana,Depor,#12OaPorEllos1492,Carlos Fernández,#GiraPrincipiosCórdoba,#l6cPatriotas,Wismichu,#OTDirecto12OCT,#HalloweenMovie,#betisdeportivo,#VivaElRey,#OpenDayLigaDia,#WorldsGruposLVP3,#12OctNiOblitNiPerdó,#DiaDelsPoblesAmerindis"
447,13/10/2018,"#HispanosJuvenilesArena,#LigaEBA,#VivaLaVida134,#mariconez,#ARGWorldSBK,#IMKona,#BTSinAmsterdam,#UDLog,#FamilyDUO4,#Telegram,Alberto Aguilar,La Cultural,Carmona,De Ligt,El Juli,Ter Stegen,El Sardinero,Joakim Noah,Villalba,La Virgen de la Victoria,De Jong,Armenia,Kimmich,Holanda - Alemania,Neuer,Mantovani,La Casa Real,Reus,Baraja,Numancia,Álvaro Vázquez,#AlmeriaLasPalmas,#IndigosBeauty,#L6NhuracánLeslie,#BatallaDeLosGallos,#OTDirecto13OCT,#DiadelaHispanidad,#13oct,#CoronacionEsperanzaGr18,#almeríalaspalmas,#CerveBlogger2,#FIMCEVRepsol2018,#DTMFinale,#escuchodialtalcual,#BetisFéminas,#WorldsGruposLVP4,#clásico,#libertyfest18,#PorqueYoImporto,#WPTenGol"
448,14/10/2018,"#BatallaDeLosGallos,#FelizDomingo,#MarbellaRealmurcia,#racismo,#TalaveraBadajoz,#40GlobalShow160,#MCCelebrity,#CarlosFavorito,#BabyCamilizers,#VivaLaVida135,Vitality,Elvira Lindo,Eduardo Arroyo,Leslie,Obtuve Hera y Frigg,Marilia y Marta,pasarón,Miguel Ángel Aguilar,Atlético Malagueño,Eragon,decano,Recre,Alfaro,Pina,El Alcorcón,Nou Estadi,Juan Muñoz,Joselu,Wembley,Van Rossom,Granca,Emma Falcón,Alma Guillermoprieto,Miguel Martín,Rayo Majadahonda,Fuenlabrada,Benito Villamarín,Shingeki,Anquela,#FantasiosaCariño,Isaac Fonseca,Baviera,Pozo,#VolandoVoyGalicia,Jaime Fernández,#WildFrankToros,Talavante,#LiarlaPardo18,#GHVIP14O,Juan José Padilla"
